t_ms,profile,controller,ref_rpm,meas_rpm,pwm_cmd,dir,enc_count,integrator
0,P3,CASC,100.00,0.00,30,F,0,1.0000
10,P3,CASC,100.00,0.00,60,F,0,2.0000
20,P3,CASC,100.00,0.00,90,F,0,3.0000
30,P3,CASC,100.00,0.00,120,F,0,4.0000
40,P3,CASC,100.00,0.00,150,F,0,5.0000
50,P3,CASC,100.00,0.00,180,F,0,6.0000
60,P3,CASC,100.00,0.00,210,F,0,7.0000
70,P3,CASC,100.00,0.00,230,F,0,8.0000
80,P3,CASC,100.00,32.50,223,F,13,8.6750
90,P3,CASC,100.00,45.01,221,F,31,9.2249
100,P3,CASC,100.00,54.99,219,F,53,9.6750
110,P3,CASC,100.00,65.01,217,F,79,10.0249
120,P3,CASC,100.00,77.51,214,F,110,10.2499
130,P3,CASC,100.00,84.98,212,F,144,10.4000
140,P3,CASC,100.00,89.97,211,F,180,10.5003
150,P3,CASC,100.00,95.03,210,F,218,10.5500
160,P3,CASC,100.00,102.50,202,F,259,10.5250
170,P3,CASC,100.00,102.51,202,F,300,10.4999
180,P3,CASC,100.00,112.50,194,F,345,10.3749
190,P3,CASC,100.00,109.98,196,F,389,10.2751
200,P3,CASC,100.00,115.02,192,F,435,10.1249
210,P3,CASC,100.00,112.51,193,F,480,9.9998
220,P3,CASC,100.00,112.48,193,F,525,9.8750
230,P3,CASC,100.00,112.48,193,F,570,9.7502
240,P3,CASC,100.00,110.03,194,F,614,9.6499
250,P3,CASC,100.00,114.97,190,F,660,9.5003
260,P3,CASC,100.00,110.02,194,F,704,9.4000
270,P3,CASC,100.00,115.02,190,F,750,9.2498
280,P3,CASC,100.00,110.00,193,F,794,9.1498
290,P3,CASC,100.00,114.97,189,F,840,9.0002
300,P3,CASC,100.00,112.48,191,F,885,8.8754
310,P3,CASC,100.00,112.53,190,F,930,8.7500
320,P3,CASC,100.00,115.02,188,F,976,8.5998
330,P3,CASC,100.00,114.99,188,F,1022,8.4499
340,P3,CASC,100.00,117.49,185,F,1069,8.2750
350,P3,CASC,100.00,115.02,187,F,1115,8.1248
360,P3,CASC,100.00,114.95,187,F,1161,7.9753
370,P3,CASC,100.00,110.00,190,F,1205,7.8753
380,P3,CASC,100.00,112.55,188,F,1250,7.7498
390,P3,CASC,100.00,112.48,188,F,1295,7.6250
400,P3,CASC,100.00,112.52,187,F,1340,7.4998
410,P3,CASC,100.00,109.99,189,F,1384,7.3999
420,P3,CASC,100.00,110.01,189,F,1428,7.2998
430,P3,CASC,100.00,109.97,188,F,1472,7.2002
440,P3,CASC,100.00,107.53,190,F,1515,7.1248
450,P3,CASC,100.00,112.46,186,F,1560,7.0003
460,P3,CASC,100.00,110.01,188,F,1604,6.9002
470,P3,CASC,100.00,112.50,185,F,1649,6.7752
480,P3,CASC,100.00,107.52,189,F,1692,6.7000
490,P3,CASC,100.00,109.95,187,F,1736,6.6005
500,P3,CASC,100.00,105.03,191,F,1778,6.5502
510,P3,CASC,100.00,105.00,191,F,1820,6.5002
520,P3,CASC,100.00,107.49,188,F,1863,6.4253
530,P3,CASC,100.00,105.03,190,F,1905,6.3750
540,P3,CASC,100.00,107.49,188,F,1948,6.3001
550,P3,CASC,100.00,104.98,190,F,1990,6.2503
560,P3,CASC,100.00,105.02,190,F,2032,6.2001
570,P3,CASC,100.00,105.00,190,F,2074,6.1501
580,P3,CASC,100.00,105.02,190,F,2116,6.0999
590,P3,CASC,100.00,107.49,188,F,2159,6.0250
600,P3,CASC,100.00,107.47,187,F,2202,5.9503
610,P3,CASC,100.00,107.53,187,F,2245,5.8750
