t_ms,profile,controller,ref_rpm,meas_rpm,pwm_cmd,dir,enc_count,integrator
0,P4,BASE,150.00,0.00,30,F,0,1.5000
10,P4,BASE,150.00,0.00,60,F,0,3.0000
20,P4,BASE,150.00,0.00,90,F,0,4.5000
30,P4,BASE,150.00,0.00,120,F,0,6.0000
40,P4,BASE,150.00,0.00,150,F,0,7.5000
50,P4,BASE,150.00,0.00,180,F,0,9.0000
60,P4,BASE,150.00,5.00,210,F,2,10.4500
70,P4,BASE,150.00,20.00,209,F,10,11.7500
80,P4,BASE,150.00,30.00,207,F,22,12.9500
90,P4,BASE,150.00,42.50,201,F,39,14.0250
100,P4,BASE,150.00,49.99,200,F,59,15.0251
110,P4,BASE,150.00,57.51,198,F,82,15.9500
120,P4,BASE,150.00,67.49,194,F,109,16.7751
130,P4,BASE,150.00,72.51,194,F,138,17.5501
140,P4,BASE,150.00,77.49,193,F,169,18.2751
150,P4,BASE,150.00,77.51,198,F,200,19.0001
160,P4,BASE,150.00,84.99,195,F,234,19.6501
170,P4,BASE,150.00,87.50,196,F,269,20.2751
180,P4,BASE,150.00,92.52,195,F,306,20.8500
190,P4,BASE,150.00,92.48,199,F,343,21.4251
200,P4,BASE,150.00,95.00,200,F,381,21.9751
210,P4,BASE,150.00,104.99,193,F,423,22.4253
220,P4,BASE,150.00,102.54,198,F,464,22.8998
230,P4,BASE,150.00,104.99,199,F,506,23.3499
240,P4,BASE,150.00,107.50,199,F,549,23.7749
250,P4,BASE,150.00,102.48,207,F,590,24.2502
260,P4,BASE,150.00,107.50,205,F,633,24.6752
270,P4,BASE,150.00,109.99,205,F,677,25.0753
280,P4,BASE,150.00,112.55,205,F,722,25.4498
290,P4,BASE,150.00,117.48,202,F,769,25.7750
300,P4,BASE,150.00,117.50,204,F,816,26.1000
310,P4,BASE,150.00,122.49,201,F,865,26.3752
320,P4,BASE,150.00,122.51,203,F,914,26.6500
330,P4,BASE,150.00,127.49,199,F,965,26.8752
340,P4,BASE,150.00,127.51,200,F,1016,27.1000
350,P4,BASE,150.00,127.51,202,F,1067,27.3249
360,P4,BASE,150.00,127.50,203,F,1118,27.5499
370,P4,BASE,150.00,127.49,205,F,1169,27.7750
380,P4,BASE,150.00,127.53,206,F,1220,27.9998
390,P4,BASE,150.00,129.95,205,F,1272,28.2003
400,P4,BASE,150.00,130.04,206,F,1324,28.3999
410,P4,BASE,150.00,132.50,205,F,1377,28.5749
420,P4,BASE,150.00,132.50,206,F,1430,28.7499
430,P4,BASE,150.00,147.49,191,F,1489,28.7751
440,P4,BASE,150.00,130.00,210,F,1541,28.9751
450,P4,BASE,150.00,124.98,217,F,1591,29.2253
460,P4,BASE,150.00,137.53,205,F,1646,29.3500
470,P4,BASE,150.00,140.03,203,F,1702,29.4498
480,P4,BASE,150.00,140.00,204,F,1758,29.5498
490,P4,BASE,150.00,139.96,204,F,1814,29.6502
500,P4,BASE,150.00,140.04,205,F,1870,29.7498
510,P4,BASE,150.00,140.00,206,F,1926,29.8498
520,P4,BASE,150.00,140.00,206,F,1982,29.9498
530,P4,BASE,150.00,137.46,210,F,2037,30.0752
540,P4,BASE,150.00,140.03,208,F,2093,30.1749
550,P4,BASE,150.00,142.51,206,F,2150,30.2498
560,P4,BASE,150.00,142.50,206,F,2207,30.3248
570,P4,BASE,150.00,145.00,204,F,2265,30.3748
580,P4,BASE,150.00,142.47,207,F,2322,30.4500
590,P4,BASE,150.00,142.53,208,F,2379,30.5248
600,P4,BASE,150.00,139.99,211,F,2435,30.6249
610,P4,BASE,150.00,137.50,214,F,2490,30.7499
620,P4,BASE,150.00,145.01,207,F,2548,30.7998
630,P4,BASE,150.00,139.97,213,F,2604,30.9000
640,P4,BASE,150.00,142.51,211,F,2661,30.9749
650,P4,BASE,150.00,142.51,211,F,2718,31.0497
660,P4,BASE,150.00,145.00,209,F,2776,31.0997
670,P4,BASE,150.00,147.49,206,F,2835,31.1249
680,P4,BASE,150.00,147.51,207,F,2894,31.1497
690,P4,BASE,150.00,144.97,210,F,2952,31.2000
700,P4,BASE,150.00,139.99,215,F,3008,31.3002
710,P4,BASE,150.00,142.53,213,F,3065,31.3749
720,P4,BASE,150.00,142.51,214,F,3122,31.4497
730,P4,BASE,150.00,145.00,211,F,3180,31.4997
740,P4,BASE,150.00,149.99,206,F,3240,31.4999
