t_ms,profile,controller,ref_rpm,meas_rpm,pwm_cmd,dir,enc_count,integrator
0,P2,CASC,0.00,0.00,0,N,0,0.0000
10,P2,CASC,0.15,0.00,30,F,0,0.0015
20,P2,CASC,0.30,0.00,60,F,0,0.0045
30,P2,CASC,0.45,0.00,90,F,0,0.0090
40,P2,CASC,0.60,0.00,120,F,0,0.0150
50,P2,CASC,0.75,0.00,150,F,0,0.0225
60,P2,CASC,0.90,0.00,154,F,0,0.0315
70,P2,CASC,1.05,0.00,154,F,0,0.0420
80,P2,CASC,1.20,0.00,154,F,0,0.0540
90,P2,CASC,1.35,2.50,153,F,1,0.0425
100,P2,CASC,1.50,12.50,145,F,6,-0.0675
110,P2,CASC,1.65,17.50,141,F,13,-0.2260
120,P2,CASC,1.80,17.50,140,F,20,-0.3830
130,P2,CASC,1.95,20.00,138,F,28,-0.5635
140,P2,CASC,2.10,22.50,136,F,37,-0.7675
150,P2,CASC,2.25,22.50,135,F,46,-0.9700
160,P2,CASC,2.40,25.00,133,F,56,-1.1960
170,P2,CASC,2.55,22.50,135,F,65,-1.3954
180,P2,CASC,2.70,27.51,130,F,76,-1.6435
190,P2,CASC,2.85,25.00,132,F,86,-1.8651
200,P2,CASC,3.00,27.49,129,F,97,-2.1100
210,P2,CASC,3.15,27.51,129,F,108,-2.3536
220,P2,CASC,3.30,27.49,128,F,119,-2.5955
230,P2,CASC,3.45,27.50,128,F,130,-2.8360
240,P2,CASC,3.60,27.50,127,F,141,-3.0750
250,P2,CASC,3.75,30.00,125,F,153,-3.3375
260,P2,CASC,3.90,27.50,126,F,164,-3.5735
270,P2,CASC,4.05,30.01,124,F,176,-3.8331
280,P2,CASC,4.20,27.50,126,F,187,-4.0660
290,P2,CASC,4.35,27.50,125,F,198,-4.2976
300,P2,CASC,4.50,27.50,125,F,209,-4.5275
310,P2,CASC,4.65,29.99,122,F,221,-4.7809
320,P2,CASC,4.80,27.51,124,F,232,-5.0080
330,P2,CASC,4.95,30.00,121,F,244,-5.2585
340,P2,CASC,5.10,27.49,123,F,255,-5.4824
350,P2,CASC,5.25,30.01,120,F,267,-5.7300
360,P2,CASC,5.40,29.99,120,F,279,-5.9760
370,P2,CASC,5.55,27.50,121,F,290,-6.1955
380,P2,CASC,5.70,27.50,121,F,301,-6.4135
390,P2,CASC,5.85,27.50,120,F,312,-6.6300
400,P2,CASC,6.00,27.51,120,F,323,-6.8451
