t_ms,profile,controller,ref_rpm,meas_rpm,pwm_cmd,dir,enc_count,integrator
0,P4,BASE,150.00,0.00,30,F,0,1.5000
10,P4,BASE,150.00,0.00,60,F,0,3.0000
20,P4,BASE,150.00,0.00,90,F,0,4.5000
30,P4,BASE,150.00,0.00,120,F,0,6.0000
40,P4,BASE,150.00,0.00,150,F,0,7.5000
50,P4,BASE,150.00,2.50,180,F,1,8.9750
60,P4,BASE,150.00,10.00,210,F,5,10.3750
70,P4,BASE,150.00,20.00,208,F,13,11.6750
80,P4,BASE,150.00,35.00,201,F,27,12.8249
90,P4,BASE,150.00,44.99,197,F,45,13.8750
100,P4,BASE,150.00,50.01,199,F,65,14.8750
110,P4,BASE,150.00,57.49,197,F,88,15.8001
120,P4,BASE,150.00,65.01,195,F,114,16.6500
130,P4,BASE,150.00,69.99,196,F,142,17.4501
140,P4,BASE,150.00,75.02,195,F,172,18.1999
150,P4,BASE,150.00,79.94,195,F,204,18.9005
160,P4,BASE,150.00,82.54,197,F,237,19.5751
170,P4,BASE,150.00,89.99,193,F,273,20.1752
180,P4,BASE,150.00,90.00,197,F,309,20.7752
190,P4,BASE,150.00,95.01,196,F,347,21.3251
200,P4,BASE,150.00,97.53,196,F,386,21.8498
210,P4,BASE,150.00,99.96,197,F,426,22.3502
220,P4,BASE,150.00,105.02,195,F,468,22.8000
230,P4,BASE,150.00,109.98,193,F,512,23.2002
240,P4,BASE,150.00,107.52,198,F,555,23.6250
250,P4,BASE,150.00,109.97,198,F,599,24.0253
260,P4,BASE,150.00,110.03,201,F,643,24.4250
270,P4,BASE,150.00,112.52,201,F,688,24.7998
280,P4,BASE,150.00,112.49,203,F,733,25.1749
290,P4,BASE,150.00,115.00,203,F,779,25.5249
300,P4,BASE,150.00,119.98,200,F,827,25.8251
310,P4,BASE,150.00,120.01,202,F,875,26.1250
320,P4,BASE,150.00,122.48,201,F,924,26.4003
330,P4,BASE,150.00,135.05,189,F,978,26.5497
340,P4,BASE,150.00,127.39,198,F,1029,26.7759
350,P4,BASE,150.00,110.08,219,F,1073,27.1751
360,P4,BASE,150.00,125.03,205,F,1123,27.4248
370,P4,BASE,150.00,130.00,201,F,1175,27.6248
380,P4,BASE,150.00,134.93,197,F,1229,27.7755
390,P4,BASE,150.00,130.04,204,F,1281,27.9751
400,P4,BASE,150.00,132.53,202,F,1334,28.1499
410,P4,BASE,150.00,132.49,203,F,1387,28.3250
420,P4,BASE,150.00,132.49,205,F,1440,28.5001
430,P4,BASE,150.00,135.00,203,F,1494,28.6501
440,P4,BASE,150.00,132.51,207,F,1547,28.8250
450,P4,BASE,150.00,135.00,205,F,1601,28.9750
460,P4,BASE,150.00,137.51,203,F,1656,29.0999
470,P4,BASE,150.00,137.46,204,F,1711,29.2253
480,P4,BASE,150.00,140.00,202,F,1767,29.3253
490,P4,BASE,150.00,137.53,206,F,1822,29.4500
500,P4,BASE,150.00,137.50,206,F,1877,29.5750
510,P4,BASE,150.00,137.47,207,F,1932,29.7003
520,P4,BASE,150.00,135.00,211,F,1986,29.8503
530,P4,BASE,150.00,140.01,206,F,2042,29.9501
540,P4,BASE,150.00,137.51,210,F,2097,30.0750
550,P4,BASE,150.00,139.99,208,F,2153,30.1751
560,P4,BASE,150.00,140.01,209,F,2209,30.2750
570,P4,BASE,150.00,142.49,206,F,2266,30.3501
580,P4,BASE,150.00,142.50,207,F,2323,30.4251
590,P4,BASE,150.00,144.97,205,F,2381,30.4754
600,P4,BASE,150.00,142.56,208,F,2438,30.5499
610,P4,BASE,150.00,137.46,214,F,2493,30.6753
620,P4,BASE,150.00,140.00,212,F,2549,30.7753
630,P4,BASE,150.00,139.99,212,F,2605,30.8754
640,P4,BASE,150.00,145.01,208,F,2663,30.9253
650,P4,BASE,150.00,145.01,208,F,2721,30.9751
660,P4,BASE,150.00,147.53,206,F,2780,30.9998
670,P4,BASE,150.00,149.96,203,F,2840,31.0003
680,P4,BASE,150.00,150.05,203,F,2900,30.9998
690,P4,BASE,150.00,152.45,200,F,2961,30.9753
700,P4,BASE,150.00,147.51,206,F,3020,31.0001
710,P4,BASE,150.00,145.01,209,F,3078,31.0500
720,P4,BASE,150.00,147.41,206,F,3137,31.0759
730,P4,BASE,150.00,145.04,209,F,3195,31.1254
740,P4,BASE,150.00,147.51,207,F,3254,31.1503
