t_ms,profile,controller,ref_rpm,meas_rpm,pwm_cmd,dir,enc_count,integrator
0,P2,CASC,0.00,0.00,0,N,0,0.0000
10,P2,CASC,0.15,0.00,30,F,0,0.0015
20,P2,CASC,0.30,0.00,60,F,0,0.0045
30,P2,CASC,0.45,0.00,90,F,0,0.0090
40,P2,CASC,0.60,0.00,120,F,0,0.0150
50,P2,CASC,0.75,0.00,150,F,0,0.0225
60,P2,CASC,0.90,0.00,154,F,0,0.0315
70,P2,CASC,1.05,0.00,154,F,0,0.0420
80,P2,CASC,1.20,0.00,154,F,0,0.0540
90,P2,CASC,1.35,0.00,154,F,0,0.0675
100,P2,CASC,1.50,10.00,147,F,4,-0.0175
110,P2,CASC,1.65,17.50,141,F,11,-0.1760
120,P2,CASC,1.80,17.49,141,F,18,-0.3330
130,P2,CASC,1.95,20.01,138,F,26,-0.5135
140,P2,CASC,2.10,22.50,136,F,35,-0.7175
150,P2,CASC,2.25,20.00,138,F,43,-0.8950
160,P2,CASC,2.40,22.50,135,F,52,-1.0960
170,P2,CASC,2.55,22.50,135,F,61,-1.2955
180,P2,CASC,2.70,25.00,133,F,71,-1.5185
190,P2,CASC,2.85,25.00,132,F,81,-1.7400
200,P2,CASC,3.00,27.50,130,F,92,-1.9850
210,P2,CASC,3.15,25.00,131,F,102,-2.2035
220,P2,CASC,3.30,27.50,129,F,113,-2.4455
230,P2,CASC,3.45,27.49,128,F,124,-2.6859
240,P2,CASC,3.60,27.50,128,F,135,-2.9250
250,P2,CASC,3.75,30.00,125,F,147,-3.1875
260,P2,CASC,3.90,27.50,127,F,158,-3.4235
270,P2,CASC,4.05,30.00,124,F,170,-3.6829
280,P2,CASC,4.20,27.50,126,F,181,-3.9160
290,P2,CASC,4.35,27.51,125,F,192,-4.1475
300,P2,CASC,4.50,29.99,123,F,204,-4.4024
310,P2,CASC,4.65,30.01,122,F,216,-4.6560
320,P2,CASC,4.80,30.00,122,F,228,-4.9080
330,P2,CASC,4.95,30.00,121,F,240,-5.1585
340,P2,CASC,5.10,27.49,123,F,251,-5.3825
350,P2,CASC,5.25,30.01,121,F,263,-5.6301
360,P2,CASC,5.40,30.00,120,F,275,-5.8761
370,P2,CASC,5.55,27.50,122,F,286,-6.0956
380,P2,CASC,5.70,27.50,121,F,297,-6.3136
390,P2,CASC,5.85,29.99,119,F,309,-6.5550
400,P2,CASC,6.00,27.50,120,F,320,-6.7700
