t_ms,profile,controller,ref_rpm,meas_rpm,pwm_cmd,dir,enc_count,integrator
0,P2,CASC,0.00,0.00,0,N,0,0.0000
10,P2,CASC,0.15,0.00,30,F,0,0.0015
20,P2,CASC,0.30,0.00,60,F,0,0.0045
30,P2,CASC,0.45,0.00,90,F,0,0.0090
40,P2,CASC,0.60,0.00,120,F,0,0.0150
50,P2,CASC,0.75,0.00,150,F,0,0.0225
60,P2,CASC,0.90,0.00,154,F,0,0.0315
70,P2,CASC,1.05,0.00,154,F,0,0.0420
80,P2,CASC,1.20,0.00,154,F,0,0.0540
90,P2,CASC,1.35,7.50,149,F,3,-0.0075
100,P2,CASC,1.50,15.00,143,F,9,-0.1425
110,P2,CASC,1.65,15.00,143,F,15,-0.2760
120,P2,CASC,1.80,17.50,140,F,22,-0.4330
130,P2,CASC,1.95,20.00,138,F,30,-0.6135
140,P2,CASC,2.10,22.49,136,F,39,-0.8175
150,P2,CASC,2.25,22.50,135,F,48,-1.0200
160,P2,CASC,2.40,25.01,133,F,58,-1.2460
170,P2,CASC,2.55,25.00,133,F,68,-1.4706
180,P2,CASC,2.70,27.49,130,F,79,-1.7185
190,P2,CASC,2.85,25.00,132,F,89,-1.9400
200,P2,CASC,3.00,27.51,129,F,100,-2.1851
210,P2,CASC,3.15,27.49,129,F,111,-2.4285
220,P2,CASC,3.30,30.00,126,F,123,-2.6954
230,P2,CASC,3.45,30.01,126,F,135,-2.9611
240,P2,CASC,3.60,30.00,125,F,147,-3.2251
250,P2,CASC,3.75,30.00,125,F,159,-3.4875
260,P2,CASC,3.90,32.50,122,F,172,-3.7735
270,P2,CASC,4.05,30.00,124,F,184,-4.0331
280,P2,CASC,4.20,29.99,123,F,196,-4.2909
290,P2,CASC,4.35,32.50,121,F,209,-4.5725
300,P2,CASC,4.50,32.50,120,F,222,-4.8524
310,P2,CASC,4.65,30.00,121,F,234,-5.1060
320,P2,CASC,4.80,35.01,117,F,248,-5.4080
330,P2,CASC,4.95,30.00,120,F,260,-5.6586
340,P2,CASC,5.10,32.50,118,F,273,-5.9326
350,P2,CASC,5.25,32.50,117,F,286,-6.2051
360,P2,CASC,5.40,32.49,117,F,299,-6.4760
370,P2,CASC,5.55,32.51,116,F,312,-6.7455
380,P2,CASC,5.70,27.49,120,F,323,-6.9635
390,P2,CASC,5.85,32.51,115,F,336,-7.2301
400,P2,CASC,6.00,29.99,117,F,348,-7.4700
