t_ms,pwm_cmd,dir,enc_count,rpm
0,240,R,0,0.00
10,240,R,-2,-5.00
20,240,R,-9,-17.49
30,240,R,-19,-25.00
40,240,R,-32,-32.50
50,240,R,-49,-42.50
60,240,R,-69,-50.01
70,240,R,-92,-57.49
80,240,R,-119,-67.49
90,240,R,-149,-75.03
100,240,R,-182,-82.49
110,240,R,-218,-90.00
120,240,R,-259,-102.50
130,240,R,-302,-107.49
140,240,R,-348,-115.02
150,240,R,-397,-122.49
160,240,R,-449,-130.01
170,240,R,-503,-134.96
180,240,R,-560,-142.54
190,240,R,-620,-149.99
200,240,R,-682,-155.00
210,240,R,-746,-159.98
220,240,R,-812,-165.00
230,240,R,-881,-172.53
240,240,R,-953,-179.95
250,240,R,-1027,-184.98
260,240,R,-1100,-182.57
270,240,R,-1175,-187.44
280,240,R,-1251,-190.00
290,240,R,-1330,-197.50
300,240,R,-1410,-200.02
310,240,R,-1493,-207.54
320,240,R,-1577,-209.96
330,240,R,-1661,-210.02
340,240,R,-1744,-207.52
350,240,R,-1838,-234.91
360,240,R,-1922,-210.00
370,240,R,-2006,-210.04
380,240,R,-2084,-195.04
390,240,R,-2170,-214.96
400,240,R,-2254,-210.04
410,240,R,-2339,-212.42
420,240,R,-2425,-215.09
430,240,R,-2513,-220.00
440,240,R,-2602,-222.43
450,240,R,-2693,-227.52
460,240,R,-2784,-227.55
470,240,R,-2875,-227.50
480,240,R,-2964,-222.43
490,240,R,-3053,-222.54
500,240,R,-3143,-224.87
510,240,R,-3232,-222.66
520,240,R,-3322,-225.00
530,240,R,-3413,-227.43
540,240,R,-3503,-225.02
550,240,R,-3591,-219.98
560,240,R,-3682,-227.55
570,240,R,-3773,-227.52
580,240,R,-3866,-232.48
590,240,R,-3960,-235.02
600,240,R,-4052,-229.98
610,240,R,-4143,-227.52
620,240,R,-4244,-252.45
630,240,R,-4334,-225.00
640,240,R,-4416,-205.00
650,240,R,-4507,-227.50
660,240,R,-4597,-224.98
670,240,R,-4686,-222.50
680,240,R,-4774,-220.04
690,240,R,-4864,-224.93
700,240,R,-4956,-230.00
710,240,R,-5049,-232.55
720,240,R,-5142,-232.48
730,240,R,-5236,-235.00
740,240,R,-5327,-227.55
750,240,R,-5418,-227.45
760,240,R,-5509,-227.48
770,240,R,-5600,-227.57
780,240,R,-5691,-227.52
790,240,R,-5783,-229.98
800,240,R,-5875,-229.98
810,240,R,-5965,-225.05
820,240,R,-6056,-227.48
830,240,R,-6148,-229.95
840,240,R,-6241,-232.57
850,240,R,-6335,-234.95
860,240,R,-6429,-235.00
870,240,R,-6520,-227.50
880,240,R,-6619,-247.48
890,240,R,-6712,-232.55
900,240,R,-6796,-209.98
910,240,R,-6887,-227.55
920,240,R,-6978,-227.43
930,240,R,-7067,-222.50
940,240,R,-7155,-220.07
950,240,R,-7245,-224.91
960,240,R,-7337,-230.05
970,240,R,-7430,-232.41
980,240,R,-7523,-232.64
990,240,R,-7617,-234.93
1000,240,R,-7709,-230.00
1010,240,R,-7800,-227.50
1020,240,R,-7891,-227.48
1030,240,R,-7982,-227.57
1040,240,R,-8073,-227.52
1050,240,R,-8166,-232.43
1060,240,R,-8258,-230.00
1070,240,R,-8348,-225.00
1080,240,R,-8439,-227.45
1090,240,R,-8531,-230.12
1100,240,R,-8623,-229.98
1110,240,R,-8718,-237.43
1120,240,R,-8812,-235.07
1130,240,R,-8904,-229.98
1140,240,R,-9001,-242.55
1150,240,R,-9097,-240.00
1160,240,R,-9182,-212.44
1170,240,R,-9271,-222.54
1180,240,R,-9362,-227.52
1190,240,R,-9451,-222.46
1200,240,R,-9540,-222.48
1210,240,R,-9629,-222.57
1220,240,R,-9721,-229.93
1230,240,R,-9813,-230.00
1240,240,R,-9907,-234.98
1250,240,R,-10001,-235.00
1260,240,R,-10093,-230.02
1270,240,R,-10184,-227.55
1280,240,R,-10276,-230.00
1290,240,R,-10367,-227.45
1300,240,R,-10459,-230.05
1310,240,R,-10551,-230.00
1320,240,R,-10643,-229.95
1330,240,R,-10733,-225.02
1340,240,R,-10824,-227.50
1350,240,R,-10916,-230.00
1360,240,R,-11008,-230.05
1370,240,R,-11103,-237.45
1380,240,R,-11197,-235.02
1390,240,R,-11289,-229.93
1400,240,R,-11385,-240.10
1410,240,R,-11483,-244.95
