t_ms,pwm_cmd,dir,enc_count,rpm
0,240,F,0,0.00
10,240,F,3,7.50
20,240,F,11,20.00
30,240,F,23,30.01
40,240,F,39,40.00
50,240,F,58,47.50
60,240,F,82,59.98
70,240,F,109,67.52
80,240,F,140,77.48
90,240,F,175,87.50
100,240,F,212,92.53
110,240,F,253,102.48
120,240,F,298,112.52
130,240,F,346,119.96
140,240,F,399,132.51
150,240,F,459,150.03
160,240,F,516,142.47
170,240,F,573,142.53
180,240,F,633,149.97
190,240,F,698,162.48
200,240,F,766,170.00
210,240,F,834,170.03
220,240,F,904,174.95
230,240,F,977,182.54
240,240,F,1049,180.00
250,240,F,1123,185.00
260,240,F,1200,192.42
270,240,F,1278,195.08
280,240,F,1357,197.52
290,240,F,1435,195.02
300,240,F,1513,194.96
310,240,F,1592,197.52
320,240,F,1671,197.48
330,240,F,1750,197.52
340,240,F,1832,204.98
350,240,F,1914,205.04
360,240,F,1995,202.44
370,240,F,2075,200.00
380,240,F,2157,205.02
390,240,F,2241,210.02
400,240,F,2325,209.81
410,240,F,2411,215.15
420,240,F,2500,222.50
430,240,F,2587,217.52
440,240,F,2673,215.02
450,240,F,2759,214.98
460,240,F,2852,232.50
470,240,F,2939,217.48
480,240,F,3021,205.06
490,240,F,3108,217.43
500,240,F,3196,220.02
510,240,F,3284,219.98
520,240,F,3372,220.04
530,240,F,3460,220.00
540,240,F,3548,220.02
550,240,F,3638,224.93
560,240,F,3727,222.48
570,240,F,3816,222.52
580,240,F,3903,217.54
590,240,F,3990,217.50
600,240,F,4076,215.02
610,240,F,4162,214.98
620,240,F,4250,220.02
630,240,F,4337,217.48
640,240,F,4422,212.52
650,240,F,4507,212.46
660,240,F,4595,219.96
670,240,F,4682,217.57
680,240,F,4772,224.98
690,240,F,4863,227.48
700,240,F,4953,225.02
710,240,F,5041,220.00
720,240,F,5130,222.50
730,240,F,5226,239.98
740,240,F,5315,222.50
750,240,F,5399,210.04
760,240,F,5487,220.02
770,240,F,5576,222.43
780,240,F,5666,224.98
790,240,F,5756,225.05
800,240,F,5844,220.02
810,240,F,5933,222.46
820,240,F,6023,225.05
830,240,F,6114,227.50
840,240,F,6204,224.98
850,240,F,6292,220.00
860,240,F,6379,217.46
870,240,F,6466,217.52
880,240,F,6552,215.00
890,240,F,6641,222.39
900,240,F,6728,217.61
910,240,F,6814,215.00
920,240,F,6899,212.52
930,240,F,6987,220.02
940,240,F,7074,217.48
950,240,F,7164,225.02
960,240,F,7255,227.52
970,240,F,7346,227.50
980,240,F,7434,219.93
990,240,F,7523,222.54
1000,240,F,7616,232.45
1010,240,F,7709,232.52
1020,240,F,7792,207.50
1030,240,F,7880,220.04
1040,240,F,7970,224.93
1050,240,F,8059,222.52
1060,240,F,8149,225.02
1070,240,F,8238,222.43
1080,240,F,8327,222.57
1090,240,F,8417,224.93
1100,240,F,8509,230.05
1110,240,F,8598,222.46
1120,240,F,8686,220.09
1130,240,F,8773,217.43
1140,240,F,8860,217.52
1150,240,F,8946,215.02
1160,240,F,9035,222.50
1170,240,F,9122,217.50
1180,240,F,9208,214.98
1190,240,F,9293,212.48
1200,240,F,9381,220.00
1210,240,F,9469,219.93
1220,240,F,9558,222.61
1230,240,F,9648,225.00
1240,240,F,9739,227.52
1250,240,F,9828,222.43
1260,240,F,9917,222.50
1270,240,F,10010,232.48
1280,240,F,10103,232.57
1290,240,F,10185,205.02
1300,240,F,10274,222.46
1310,240,F,10364,225.02
1320,240,F,10453,222.43
1330,240,F,10543,225.05
1340,240,F,10632,222.54
1350,240,F,10721,222.41
1360,240,F,10810,222.54
1370,240,F,10902,229.98
1380,240,F,10991,222.54
1390,240,F,11080,222.48
1400,240,F,11167,217.52
1410,240,F,11254,217.48
1420,240,F,11340,215.00
1430,240,F,11428,220.00
1440,240,F,11516,220.00
1450,240,F,11602,215.02
1460,240,F,11687,212.50
1470,240,F,11775,219.98
1480,240,F,11862,217.52
1490,240,F,11951,222.48
1500,240,F,12042,227.55
1510,240,F,12132,224.98
1520,240,F,12222,224.93
1530,240,F,12310,220.00
1540,240,F,12402,230.02
1550,240,F,12496,235.00
1560,240,F,12581,212.54
1570,240,F,12666,212.50
1580,240,F,12756,224.98
1590,240,F,12845,222.50
1600,240,F,12935,225.00
1610,240,F,13024,222.48
1620,240,F,13113,222.52
1630,240,F,13203,225.00
1640,240,F,13294,227.45
1650,240,F,13384,225.00
1660,240,F,13472,220.09
1670,240,F,13559,217.41
1680,240,F,13646,217.50
1690,240,F,13732,215.09
1700,240,F,13819,217.48
1710,240,F,13908,222.43
1720,240,F,13994,215.02
1730,240,F,14079,212.54
1740,240,F,14166,217.50
1750,240,F,14254,220.02
1760,240,F,14342,219.96
1770,240,F,14433,227.50
1780,240,F,14524,227.55
1790,240,F,14614,224.93
1800,240,F,14702,220.04
1810,240,F,14794,230.00
1820,240,F,14888,235.00
1830,240,F,14973,212.48
1840,240,F,15058,212.52
1850,240,F,15148,225.02
1860,240,F,15238,224.84
1870,240,F,15328,225.07
1880,240,F,15417,222.52
1890,240,F,15505,220.02
1900,240,F,15595,225.05
1910,240,F,15687,229.82
1920,240,F,15777,225.14
1930,240,F,15864,217.48
1940,240,F,15952,220.07
1950,240,F,16038,214.94
1960,240,F,16125,217.54
1970,240,F,16212,217.46
1980,240,F,16301,222.50
1990,240,F,16387,215.00
2000,240,F,16472,212.50
2010,240,F,16559,217.57
2020,240,F,16647,219.96
2030,240,F,16735,220.04
2040,240,F,16826,227.50
2050,240,F,16917,227.36
2060,240,F,17006,222.63
2070,240,F,17095,222.48
2080,240,F,17186,227.48
2090,240,F,17281,237.52
2100,240,F,17365,210.00
2110,240,F,17451,215.02
2120,240,F,17540,222.41
2130,240,F,17630,225.09
2140,240,F,17720,225.00
2150,240,F,17810,224.89
2160,240,F,17898,220.07
2170,240,F,17988,224.98
2180,240,F,18079,227.52
2190,240,F,18169,225.00
2200,240,F,18257,219.96
2210,240,F,18345,220.04
2220,240,F,18431,214.96
2230,240,F,18518,217.59
2240,240,F,18604,214.91
2250,240,F,18694,225.02
2260,240,F,18780,215.00
2270,240,F,18865,212.50
2280,240,F,18952,217.39
2290,240,F,19039,217.61
2300,240,F,19127,220.07
2310,240,F,19218,227.30
2320,240,F,19309,227.61
2330,240,F,19399,225.02
2340,240,F,19487,220.00
2350,240,F,19577,225.00
2360,240,F,19674,242.50
2370,240,F,19758,210.00
2380,240,F,19843,212.50
2390,240,F,19933,224.89
2400,240,F,20023,225.16
2410,240,F,20112,222.52
2420,240,F,20202,224.91
2430,240,F,20290,220.04
2440,240,F,20379,222.54
2450,240,F,20470,227.45
2460,240,F,20561,227.34
2470,240,F,20649,220.20
2480,240,F,20736,217.46
2490,240,F,20823,217.54
2500,240,F,20909,214.96
2510,240,F,20996,217.48
2520,240,F,21085,222.54
2530,240,F,21172,217.52
2540,240,F,21256,209.96
2550,240,F,21343,217.46
2560,240,F,21430,217.54
2570,240,F,21518,220.02
2580,240,F,21608,225.00
2590,240,F,21700,229.93
2600,240,F,21790,225.09
2610,240,F,21878,219.98
2620,240,F,21968,224.87
2630,240,F,22064,240.07
2640,240,F,22150,215.06
2650,240,F,22233,207.46
2660,240,F,22323,224.98
2670,240,F,22413,225.09
2680,240,F,22502,222.46
2690,240,F,22592,225.05
