direction,start_pwm,target_pwm,y_init_mean,y_final_mean,Td_mean,Td_std,tau_mean,tau_std,rms_decel_mean
fwd,240,0,214.26861634058642,-0.6942329288390058,55.189804072860824,1.999543248845759,172.1870756388184,1.7737054980518103,8.671428276833119
fwd,240,160,215.69741931016836,73.7545878478096,14.061443132546222,5.1520383692437415,275.2537221179153,8.768542855474905,4.3915127749804475
rev,240,0,-229.1088494100975,-7.055012435063473e-18,62.931534857292746,3.85253811516097,189.53970223891125,3.8651838080547978,9.777690130038676
rev,240,160,-231.71994445072974,-85.66146422533704,9.94575349587523,0.36776453936784614,306.4205109554951,3.9897764409980687,2.8237349137268324
