profile,controller,rmse_full,rmse_deadzone,rmse_transient,ss_error_last500ms,rms_pwm,max_abs_pwm
P1,BASE,13.558681273561863,17.072188401639057,24.411729732055914,0.0006071863003893176,176.07681401631854,255.0
P1,CASC,11.359238964409087,13.522371732550559,20.37749833313702,0.00047685220190833916,176.88435626556725,251.36347885471818
P2,BASE,5.6294885164295545,8.179764657323537,6.244993751009417,0.6435415432296983,175.36736902330196,214.9820584677823
P2,CASC,1.4239719820581,1.929671423137465,1.5119691159748563,1.7294142704662376,174.99657245063202,213.40902731096588
P3,BASE,19.775865324262895,24.641928958276846,20.06995664935056,-1.2205230428695064,167.20142059339423,189.17401485465373
P3,CASC,10.62431113906968,4.0085208251436235,3.6573369217226035,1.0580458739015268,174.01105875098645,228.88522099109397
P4,BASE,19.06645412726997,,2.0362490082382845,0.5636836231589594,213.1378665724794,240.0
P4,CASC,18.150948400633762,,2.4413148271962473,-1.0217884416538232,215.67250569831927,254.09724144418232
