direction,start_pwm,target_pwm,y_init_mean,y_init_std,y_final_mean,y_final_std,Td_mean,Td_std,tau_mean,tau_std,rms_decel_mean,n
fwd,240,100,220.4773462816914,0.6255804804074565,1.0866807313678317,1.0983882825408318,25.51242979793662,1.2304515175967141,366.23130107808237,1.620874593420278,4.7384216461939275,3
fwd,240,180,219.86778454537276,0.8753910420690004,94.17944377080651,0.7823963906929815,0.3301450050611085,0.5718279222397102,356.5511504219165,3.554215098865478,4.282633205099899,3
fwd,240,220,219.40746443720423,3.086409650922086,175.9386036974464,1.9714018908995945,8.918018786079655,13.72461558208491,122.8653372645545,16.138339926418414,5.426720894621465,3
rev,240,100,-229.9015300920753,3.910084244247757,-0.6097519482353296,1.0561213543576953,25.271620573343,8.011051042229695,349.0208580830361,20.433030850035777,5.580387492334272,3
rev,240,180,-229.81934497300497,2.86741529833831,-96.2287647715753,1.4052610043983045,5.941032227640657,3.5253426785746926,321.3288045997163,19.133068768544135,4.327723643544792,3
rev,240,220,-230.18162174543474,0.9470059943049819,-181.82366363355428,1.546147192679717,11.434078165595709,8.279833421059944,109.18103581632282,5.125227588315097,5.489615020058242,3
