t_ms,pwm_cmd,dir,enc_count,rpm
0,240,R,0,0.00
10,240,R,-4,-10.01
20,240,R,-13,-22.50
30,240,R,-29,-40.00
40,240,R,-51,-55.00
50,240,R,-78,-67.51
60,240,R,-111,-82.49
70,240,R,-149,-95.00
80,240,R,-192,-107.52
90,240,R,-240,-119.99
100,240,R,-291,-127.51
110,240,R,-346,-137.50
120,240,R,-405,-147.50
130,240,R,-465,-149.96
140,240,R,-528,-157.48
150,240,R,-594,-165.00
160,240,R,-662,-170.00
170,240,R,-733,-177.54
180,240,R,-807,-185.04
190,240,R,-883,-189.96
200,240,R,-961,-194.94
210,240,R,-1039,-195.08
220,240,R,-1118,-197.46
230,240,R,-1204,-215.06
240,240,R,-1289,-212.46
250,240,R,-1370,-202.52
260,240,R,-1450,-200.02
270,240,R,-1530,-199.96
280,240,R,-1612,-204.98
290,240,R,-1694,-205.06
300,240,R,-1777,-207.50
310,240,R,-1863,-214.96
320,240,R,-1951,-219.98
330,240,R,-2041,-225.02
340,240,R,-2131,-224.96
350,240,R,-2222,-227.59
360,240,R,-2311,-222.46
370,240,R,-2401,-225.02
380,240,R,-2490,-222.52
390,240,R,-2580,-224.96
400,240,R,-2670,-224.98
410,240,R,-2760,-225.00
420,240,R,-2851,-227.50
430,240,R,-2941,-225.07
440,240,R,-3032,-227.48
450,240,R,-3124,-230.00
460,240,R,-3217,-232.50
470,240,R,-3311,-234.91
480,240,R,-3405,-234.93
490,240,R,-3496,-227.61
500,240,R,-3596,-250.00
510,240,R,-3689,-232.57
520,240,R,-3782,-232.43
530,240,R,-3869,-217.57
540,240,R,-3958,-222.43
550,240,R,-4047,-222.57
560,240,R,-4135,-219.93
570,240,R,-4226,-227.57
580,240,R,-4319,-232.48
590,240,R,-4413,-235.02
600,240,R,-4508,-237.45
610,240,R,-4603,-237.55
620,240,R,-4695,-230.00
630,240,R,-4789,-234.95
640,240,R,-4881,-230.00
650,240,R,-4974,-232.52
660,240,R,-5065,-227.50
670,240,R,-5158,-232.52
680,240,R,-5251,-232.45
690,240,R,-5343,-229.98
700,240,R,-5435,-230.02
710,240,R,-5529,-235.05
720,240,R,-5623,-234.98
730,240,R,-5718,-237.50
740,240,R,-5814,-239.88
750,240,R,-5906,-230.09
760,240,R,-6009,-257.32
770,240,R,-6100,-227.70
780,240,R,-6194,-234.98
790,240,R,-6280,-215.02
800,240,R,-6371,-227.43
810,240,R,-6460,-222.48
820,240,R,-6549,-222.59
830,240,R,-6641,-229.93
840,240,R,-6735,-235.00
850,240,R,-6829,-235.05
860,240,R,-6924,-237.50
870,240,R,-7019,-237.50
880,240,R,-7112,-232.52
890,240,R,-7205,-232.48
900,240,R,-7298,-232.43
910,240,R,-7390,-230.05
920,240,R,-7483,-232.50
930,240,R,-7576,-232.55
940,240,R,-7668,-229.93
950,240,R,-7760,-230.00
960,240,R,-7853,-232.50
970,240,R,-7946,-232.55
980,240,R,-8041,-237.52
990,240,R,-8136,-237.50
1000,240,R,-8230,-235.00
1010,240,R,-8324,-235.00
1020,240,R,-8427,-257.47
1030,240,R,-8518,-227.48
1040,240,R,-8611,-232.50
1050,240,R,-8697,-215.00
1060,240,R,-8788,-227.48
1070,240,R,-8877,-222.52
1080,240,R,-8965,-220.00
1090,240,R,-9057,-230.05
1100,240,R,-9151,-234.98
1110,240,R,-9246,-237.50
1120,240,R,-9342,-240.00
1130,240,R,-9436,-234.98
1140,240,R,-9529,-232.52
1150,240,R,-9622,-232.48
1160,240,R,-9715,-232.34
1170,240,R,-9807,-230.21
1180,240,R,-9900,-232.45
1190,240,R,-9992,-230.02
1200,240,R,-10084,-229.98
1210,240,R,-10176,-230.02
1220,240,R,-10268,-229.98
1230,240,R,-10362,-234.98
1240,240,R,-10456,-235.02
1250,240,R,-10552,-240.00
1260,240,R,-10646,-234.91
1270,240,R,-10740,-235.12
1280,240,R,-10841,-252.47
1290,240,R,-10933,-229.98
1300,240,R,-11025,-230.05
1310,240,R,-11110,-212.48
1320,240,R,-11201,-227.48
1330,240,R,-11289,-220.00
1340,240,R,-11379,-225.05
1350,240,R,-11471,-229.95
1360,240,R,-11564,-232.55
1370,240,R,-11659,-237.45
1380,240,R,-11754,-237.52
1390,240,R,-11848,-234.93
1400,240,R,-11940,-230.12
1410,240,R,-12033,-232.38
1420,240,R,-12125,-230.12
1430,240,R,-12217,-230.00
1440,240,R,-12309,-229.95
1450,240,R,-12402,-232.48
1460,240,R,-12493,-227.57
1470,240,R,-12585,-229.98
1480,240,R,-12677,-229.98
1490,240,R,-12771,-235.02
1500,240,R,-12865,-235.02
1510,240,R,-12960,-237.45
1520,240,R,-13054,-234.91
1530,240,R,-13148,-235.14
1540,240,R,-13249,-252.42
1550,240,R,-13341,-230.05
1560,240,R,-13430,-222.52
1570,240,R,-13517,-217.50
1580,240,R,-13607,-224.93
1590,240,R,-13695,-219.98
1600,240,R,-13785,-225.05
1610,240,R,-13877,-230.00
1620,240,R,-13970,-232.48
1630,240,R,-14064,-235.00
1640,240,R,-14159,-237.57
1650,240,R,-14253,-234.95
1660,240,R,-14345,-229.95
1670,240,R,-14437,-230.02
1680,240,R,-14530,-232.50
1690,240,R,-14622,-230.07
1700,240,R,-14714,-229.95
1710,240,R,-14807,-232.52
1720,240,R,-14898,-227.45
1730,240,R,-14989,-227.50
1740,240,R,-15081,-230.00
1750,240,R,-15175,-235.00
1760,240,R,-15269,-235.05
1770,240,R,-15364,-237.48
1780,240,R,-15457,-232.50
1790,240,R,-15553,-240.02
1800,240,R,-15651,-244.95
1810,240,R,-15744,-232.57
1820,240,R,-15834,-224.91
1830,240,R,-15920,-215.02
1840,240,R,-16011,-227.50
1850,240,R,-16098,-217.50
1860,240,R,-16188,-225.02
1870,240,R,-16280,-230.05
1880,240,R,-16373,-232.50
1890,240,R,-16467,-234.98
1900,240,R,-16562,-237.50
1910,240,R,-16656,-235.00
1920,240,R,-16748,-229.98
1930,240,R,-16840,-230.05
1940,240,R,-16932,-229.91
1950,240,R,-17024,-230.02
1960,240,R,-17116,-230.07
1970,240,R,-17209,-232.43
1980,240,R,-17300,-227.52
1990,240,R,-17391,-227.50
2000,240,R,-17483,-230.02
2010,240,R,-17577,-234.95
2020,240,R,-17671,-235.07
2030,240,R,-17766,-237.31
2040,240,R,-17859,-232.64
2050,240,R,-17953,-235.02
2060,240,R,-18054,-252.53
